pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Espana,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.61,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.ES.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.62,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.61,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.56,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.53,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.49,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.48,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.5,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.52,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.5,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.51,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.52,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.51,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.54,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.52,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.5,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.54,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_vista | Bank interest rates - overnight deposits from corporations,0.48,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L21.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Overnight deposits,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L21.A.R.A.2240.EUR.N; OBS_STATUS=P (no definitivo)
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.95,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.76,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.57,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.39,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.3,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.18,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.16,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.08,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.11,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.13,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.13,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.18,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.09,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.14,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.17,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.21,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.25,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.47,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity (new business),2.52,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.A.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.A.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.95,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.75,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.56,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.37,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.28,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.14,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.12,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.06,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.08,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.1,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.1,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.15,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.06,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.11,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.13,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.17,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.22,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.44,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of up to one year (new business),2.48,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.F.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.F.R.A.2240.EUR.N; OBS_STATUS=P (no definitivo)
Francia,depositos_empresas,tipo_deposito_plazo | Bank interest rates - deposits from corporations with an agreed maturity of over one & up to two years (new business),2.6,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.FR.B.L22.G.R.A.2240.EUR.N,2026-09-16,Total,Credit and other institutions (MFI except MMFs and central banks) reporting sector - Deposits with agreed maturity,n/a,nivel,media_ponderada_volumen,serie MIR.M.FR.B.L22.G.R.A.2240.EUR.N
