pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,3,pct_anual,2025-01-01,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-14,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-15,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-16,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-17,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-18,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-19,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-20,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-21,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-22,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-23,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-24,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-25,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-26,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-27,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-28,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-29,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-30,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2025-12-31,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-01,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-02,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-03,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-04,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-05,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-06,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-07,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-08,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-09,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-10,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-11,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-12,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-13,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-14,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-15,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-16,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-17,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-18,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-19,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-20,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-21,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-22,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-23,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-24,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-25,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-26,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-27,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-28,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-29,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-30,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-01-31,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-01,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-02,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-03,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-04,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-05,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-06,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-07,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-08,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-09,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-10,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-11,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-12,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-13,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-14,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-15,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-16,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-17,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-18,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-19,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-20,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-21,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-22,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-23,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-24,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-25,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-26,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-27,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-02-28,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-03-01,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-03-02,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
Zona euro (referencia),liquidez_banco_central,tipo_facilidad_deposito_BCE | Deposit facility - date of changes (raw data) - Level,2,pct_anual,2026-03-03,"BCE, ECB Data Portal, dataset FM",https://data.ecb.europa.eu/data/datasets/FM,2026-09-16,,,n/a,nivel,media_ponderada_volumen,serie FM.D.U2.EUR.4F.KR.DFR.LEV
