pais,producto,metrica,valor,unidad,periodo_referencia,fuente,url,fecha_publicacion,tramo_importe,plazo_fijacion,criterio_segmentacion,tipo_de_dato,ponderacion,notas
Espana,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 1M (new business),3.95,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.ES.B.A2A.A.R.0.2240.EUR.N,2026-09-16,Hasta 1 M EUR,Total initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.ES.B.A2A.A.R.0.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.52,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.57,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.41,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.36,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.73,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.3,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.64,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.62,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.76,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.49,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.75,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations with an interest rate fixation period of over ten years (new business),3.76,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.P.R.A.2240.EUR.N,2026-09-16,Total,Over 10 years initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.P.R.A.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),4.36,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.96,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.96,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.59,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.78,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.56,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.58,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.44,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.52,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.46,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.49,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.57,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.69,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.59,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.89,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.67,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.63,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),3.86,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR 1M with an interest rate fixation period of over three months & up to one year (new business),4.02,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N,2026-09-16,Mas de 1 M EUR,Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.1.2240.EUR.N; OBS_STATUS=P (no definitivo)
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.67,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.59,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.48,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.31,pct_anual,2025-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.08,pct_anual,2025-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.02,pct_anual,2025-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.08,pct_anual,2025-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.1,pct_anual,2025-08,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.07,pct_anual,2025-09,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),3.98,pct_anual,2025-10,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.04,pct_anual,2025-11,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),3.93,pct_anual,2025-12,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.06,pct_anual,2026-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.09,pct_anual,2026-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.1,pct_anual,2026-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.2,pct_anual,2026-04,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.23,pct_anual,2026-05,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.31,pct_anual,2026-06,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of up to EUR 0.25M with an interest rate fixation period of over three months & up to one year (new business),4.44,pct_anual,2026-07,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N,2026-09-16,"Hasta 0,25 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.2.2240.EUR.N; OBS_STATUS=P (no definitivo)
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR .25M & up to EUR 1M with an interest rate fixation period of over three months & up to one year (new business),4.56,pct_anual,2025-01,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N,2026-09-16,"Mas de 0,25 y hasta 1 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR .25M & up to EUR 1M with an interest rate fixation period of over three months & up to one year (new business),4.49,pct_anual,2025-02,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N,2026-09-16,"Mas de 0,25 y hasta 1 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N
Alemania,prestamo_empresas_por_tramo,tipo | Bank interest rates - loans to corporations of over EUR .25M & up to EUR 1M with an interest rate fixation period of over three months & up to one year (new business),4.39,pct_anual,2025-03,"BCE, ECB Data Portal, dataset MIR",https://data.ecb.europa.eu/data/datasets/MIR/MIR.MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N,2026-09-16,"Mas de 0,25 y hasta 1 M EUR",Over 3 months and up to 1 year initial rate fixation,tamano_prestamo,nivel,media_ponderada_volumen,serie MIR.M.DE.B.A2A.Q.R.3.2240.EUR.N
